text,intent
어린 아이도 있는데 입장이 가능한가요,질문
식재료가 한쪽에 치우쳐 있지 않고 골고루 흩어지게 확인해주세요,질문
소속 환불 규정이 어떻게 되나요,질문
그거요 얼마나 정보가 저장되어 있는 거예요,질문
네 맞습니다 문의 하시는 내용이 어떤 내용이신가요,질문
네 맞고요 여백이 없을 경우에는 어떻게 하나요,질문
네 근데 언제 받을 수 있는 거예요 꽤 지난 거 같은데,질문
네 그 때로 해주세요,질문
네 고객님 편하게 말씀해 주세요,질문
네 성함 어떻게 되세요,질문
중장비 운전 학원을 설립에 필요한 서류 안내 부탁드려요,질문
네 아이2명이 있으신가요,질문
런치에는 어떤 메뉴가 나오나요,질문
주말이면 내일 모레 토요일 괜찮으시겠습니까,질문
네 고객님 다른 문의사항 있으신가요,질문
그렇다면 경찰청 사이버 수사국으로 의뢰를 접수해 주세요,질문
안녕하세요 바우처를 다른 사람에게 양도할 수는 없나요,질문
확인을 위해 고객님의 성함과 전화번호 알려 주시겠습니까,질문
네 선생님 입학 전형 관련 문의 맞으십니까,질문
네 온라인 구매 하신거죠,질문
조금만 시간 양해해 주시겠어요,질문
자격을 증명하는 서류는 국가기술자격증 말씀이신가요,질문
반품이 언제 처리되나요,질문
선생님 택시승차 거부는 이용하신 시청 또는 군청에 문의 주셔야 합니다,질문
안녕하세요 청도 여행을 하고 싶은데 당일 여행 상품이 있나요,질문
네 예약자분 성함과 연락처 말씀해 주시겠습니까,질문
혹시 오프라인이나 전화로는 불가능한가요,질문
그러면 제가 직접 받으러 가면 되는 건가요,질문
그렇군요 그럼 다른 카드로 결제 하려면 어떻게 하죠,질문
아 스마트펜으로 화면에 쓰면 인식이 잘 되나요,질문
거기는 영업 시간이 어떻게 되나요,질문
잠시 통화 가능하십니까,질문
건물에 주차도 가능한가요,질문
만약에 개인 컵 선택하고 컵을 전달 안 하면 어떻게 돼요,질문
케이비에스 사거리 아세요,질문
장기주택저당차입금 이자상환액 소득공제 서류 중 어떤 부분이 어려운가요,질문
1대 대여해서 2명이 타는데도 1인당 이용요금을 내야 하나요,질문
교환 신청시 새 상품을 배송받을 배송지를 변경할 수 있나요,질문
네 알겠습니다 그럼 그 때 다시 연락주세요,질문
네 계좌 번호 문자로 안내해 드려도 되겠습니까,질문
들어가셨으면 수강하시는 강의실로 입장 해주시고요,질문
수고 하십니다 문의 좀 드릴게요,질문
해지는 그냥 전화로 신청하면 될까요,질문
그러면 방문 접수 도와드릴까요,질문
주소지 한 번 불러봐주시겠어요,질문
특별할인가맹점은 뭔가요 상담사님,질문
거기 들어가서 프린터기로 인쇄하는 거죠,질문
네 추가로 궁금하신 사항 있으시면 소속에 연락주세요,질문
처리는 얼마나 걸릴까요,질문
해외인데요 강의 수강 가능한가요,질문
그래요 그럼 그걸로 해주세요,질문
다대포에서 서핑도 탈 수 있나요,질문
네 맞습니다 말씀하세요,질문
네 그럼 휴대폰 번호 변경 안내 도와드리면 될까요,질문
배송비가 어떻게 되는지 여쭤봐도 될까요,질문
맞습니다 혹시 그런 부분이 있다면 알파벳으로도 기입해보시겠어요,질문
네 다시 한 번만 확인하겠습니다 소속 은행 금융 맞으시구요,질문
버섯 샤브샤브 버섯전골 칼국수 등을 파는 곳인데 여기로 안내 드릴까요,질문
네네 물론 그렇긴 하죠,질문
그러면 요양비 지급 절차는 어떻게 되나요,질문
네 어떤 문의이실까요,질문
네 어떤 업무 관련이십니까,질문
다행이네요 그럼 주차장 이용 시 요금이 얼마 인가요,질문
네 어떤 걸 도와 드릴까요,질문
잠시만 기다려주시겠습니까,질문
어떤 용도로 지원하나요,질문
항공사진을 방문하여 신청하고 싶은데요,질문
육층만 사용하는 거죠,질문
온라인 홈페이지 알려주세요,질문
일반회원과 가격이 많이 차이나나요,질문
그러면 인터넷에서 주문기록 확인이 가능할까요,질문
네 영어권 정규학교나 국제학교에서 1년 이상 과정을 이수하셨나요,질문
자전거 대여를 하고 싶은데 위치가 어디에 있나요,질문
아직 예약은 안 했는데요 만약 예약했다가 취소하면 어떻게 되나요,질문
네 안녕하세요 고객님 무슨 다른 문제가 있으십니까,질문
고객님 피씨로 하시는 중이세요,질문
19km면 생각보다 많이 먼 것 같은데 10km 내외 코스는요,질문
사진을 어디에 첨부해야 하나요,질문
주소 확인 부탁드립니다,질문
네 혹시 복합권 가격이 어떻게 되나요,질문
네 그러십니다 언제 카누를 이용하셨을까요,질문
고객님 성함과 연락처 먼저 확인 부탁드립니다,질문
저희 소속에서 주문하셨어요,질문
네 고객님 이동통신사나 신용 평가 기관에는 모두 변경된 이름이 등록되었나요,질문
어제도 또 와서 난리를 치는데 정말 이걸 어디에 얘기해야 하나요,질문
네 그럼 못쉬는 건가요,질문
따로 확인이 안 되는데 어디서 확인을 할 수가 있어요,질문
스마트픽으로 수령한 경우에도 안되는건가요,질문
그럼 처음 돌아갈 때만 그렇다는 거죠,질문
고객님 실외기에 문제가 있으신가요,질문
네 맞는데 대상아동에 기준이 있나요,질문
네 장바구니 문의신가요,질문
구입처 홈페이지 게시판 말하시는건가요,질문
네 무엇을 도와드릴까요,질문
네 그러면 저희 아기는 무료로 관람을 할 수 있겠네요,질문
다시 한 번만 말씀 부탁드리겠습다,질문
부동산소유권 이전등기 특별조치법 말씀이신가요,질문
그 메뉴들 가격은 어떤가요,질문
제가 거기를 가고 싶은데 언제까지 휴관인가요,질문
제가 취소한다고 하면 어떻게 되죠 다른 상품도 안 오나요,질문
네 잡곡밥 등 취사를 원하시는 곡물에 맞는 메뉴를 바르게 선택해주세요,질문
저기 가려면 참가비는 따로 없나요,질문
특수분야의 예시를 몇개 정도 알 수 있을까요,질문
예 혹시 고객님 전화번호랑 성함이 어떻게 되십니까,질문
배송지 입력 후 배송상태를 확인할 수 있나요,질문
아 셔틀버스가 있나요 요금 얼마나 내야 되나요,질문
대입반도 있어요 그럼 몇시부터 수업이 있는거에요,질문
네 감사합니다 혹시 다른 문의 사항 있으신가요,질문
네 확인 감사합니다 고객님 해당 상품 사진 촬영 가능하신가요,질문
소속 모바일 러닝 메뉴의 우측 화살표를 누르시고요,질문
고객님 어떤 문의 사항이신가요,질문
그러면 영업시간은 어떻게 되는지도 궁금해요,질문
포인트는 언제까지 사용 가능한가요,질문
네 사이트가 따로 있나요,질문
네 어떤 것 때문에 그러세요,질문
네 어떤 문의이실까요 고객님,질문
소속이에요 신고하면 조사해서 처분되는 거죠,질문
거기 갯벌체험도 가능한가요,질문
반갑습니다 어떤 안내가 필요하신가요,질문
거기는 회만 하는 곳인가요,질문
제출 서류에 대해 말씀해주세요,질문
결제까지 해야 수강을 할 수 있는 거죠,질문
청주에 가성비 좋은 식당 추천 해 주실 수 있나요,질문
네 선생님 더 궁금하신 것 있으세요,질문
단순 변심의 경우에는 어떻게 되나요,질문
네 고객님 어떤 게 궁금하신가요,질문
왕복 운임비 부담되시는데 괜찮으실까요,질문
네 고객님 말씀하세요 어떤 게 궁금하신가요,질문
네 당연히 가능합니다 전에 철회한 과목과 동일한 과목인가요,질문
추가적인 내용은 소속으로 문의주시면 답변 드리겠습니다,질문
네 이용하려면 어떻게 해야하나요,질문
아 정확한 시간은 아직 모르는거네요 수업시간은 얼마나 걸리나요,질문
주소로 변경해서 반품 신청 좀 넣어주세요,질문
알겠습니다 그럼 추후에 발급하면 되겠네요,질문
고객님 에어컨의 공기 필터 청소는 해보셨나요,질문
그럼 내년에는 오전 시간대 중급 과정을 새로 개설해 주실 수 있을실까요,질문
네 어떤 부분 안내해 드릴까요,질문
네 고객님 결제는 그러면 어떤 수단으로 하시겠어요,질문
그럼 계속 강풍이 불면 운행을 안 하는 거죠,질문
그럼 택시타면 얼마나 걸리나요,질문
그럼 어떡하죠 방문 해야 되나요,질문
그럼 교재는 무료로 제공되나요,질문
네 이십일 년 출산 지원금은 확정되었나요,질문
상품의 택 제거 시에는 가능한가요,질문
그럼 진해루에서 체조를 하는 건가요,질문
택배상품의 교환 처리기간은 얼마나 걸릴까요,질문
부분 취소하면 재사용 안 되나요,질문
혹시 대형버스도 주차가 가능한 걸까요,질문
네 좀 알려주시겠어요,질문
기사 방문시간은 언제로 할까요,질문
네 더 궁금하신 사항 있으신가요,질문
네 분실을 해갖고 재발급을 받으려는데 절차좀 알려주시겠어요,질문
이름 고객님 맞으실까요,질문
네 그럼 성함과 연락처가 어떻게 되십니까,질문
네 어떤 음식 추천 도와드릴까요,질문
하이코스 안내 부탁드립니다,질문
아니요 오십 장을 바꿔주세요,질문
상품권 관련 질문좀 하려고요,질문
그럼 혹시 햇빛을 조금 받아도 안될까요,질문
배치고사 일정은 미리 확인하셨죠,질문
네 알겠습니다 확인 후 말씀 주세요 기다릴게요,질문
동일한 에스엔에스 계정으로 가입되나요,질문
그럼 어떻게 할까요 제가 뭐 기다려야 하나요,질문
네 고객님 어떤 문의사항이신지 말씀해주시겠어요,질문
네 사계절 썰매장 안내 도와드릴까요,질문
상품 번호로 얘기해도 될까요,질문
네 무엇을 도와드릴까요,질문
괜찮습니다 도와드릴 게 다른 게 있을까요,질문
소속이요 이용요금 알려주실 수 있나요,질문
그래요 그냥 주문해 주세요,질문
네 좀 부탁 드립니다,질문
추가설명이 필요한 경우 보건 행정과 이름주무관에게 연락 주세요,질문
네 날짜와 시간 말씀해 주시겠어요,질문
네 어려우시면 직접 변경 도와드릴까요,질문
네 감사합니다 고객님 혹시 다른 문의 있으십니까,질문
그래요 소속으로 계좌 보내주세요,질문
해당 방법으로도 확인이 어려울 경우 다시 문의 주세요,질문
고객님 어떤 도움이 필요하신가요,질문
예 셋톱박스 리모콘 말고 티비 리모콘으로 이용을 해 주셔야 되는데요,질문
네 또 궁금하신 사항 있으시면 언제든 연락주세요,질문
그러면 혹시 설악해변 주변에 편의시설도 잘 갖춰져 있을까요,질문
네 그러시면 여기 방문해주셔서 신청하시면 됩니다,질문
혹시 지금 국민여가캠핑장에 가면 입실 가능할까요,질문
검사 종류에 대해 문의주시는 걸까요,질문
산정 금액은 어떻게 됩니까,질문
네 그럼 전번으로 연락해 주세요,질문
추가로 궁금하시거나 안내해 드릴 사항이 있을까요,질문
네 성함과 투숙 예정 일자 말씀해주세요,질문
이거 제가 알아볼 수 있게 표시 할 수도 있나요,질문
저희가 애들이 좀 많은데 식사하러 가도 될까요,질문
주문한 상품의 배송지를 변경할 수 있나요,질문
고객님 더 궁금하신 점이 있으신가요,질문
관광버스 이용시 복지카드 할인이 가능한가요,질문
그러면 가 노선과 나 노선을 다 탈 수 있는 거죠,질문
소속에서는 주문할 때 휴대폰결제가 가능한가요,질문
구매한 지 일 년 반 밖에 안 됐는데도 출장비가 나오나요,질문
